0.000,56
0.001,56
0.002,56
0.003,56
0.004,56
0.005,56
0.006,56
0.007,57
0.008,57
0.009,57
0.010,57
0.011,57
0.012,57
0.013,57
0.014,57
0.015,56
0.016,56
0.017,56
0.018,56
0.019,56
0.020,56
0.021,56
0.022,56
0.023,56
0.024,56
0.025,56
0.026,56
0.027,57
0.028,57
0.029,57
0.030,57
0.031,57
0.032,57
0.033,57
0.034,57
0.035,57
0.036,57
0.037,56
0.038,56
0.039,55
0.040,55
0.041,56
0.042,55
0.043,55
0.044,55
0.045,55
0.046,55
0.047,56
0.048,56
0.049,56
0.050,56
0.051,57
0.052,57
0.053,57
0.054,57
0.055,57
0.056,57
0.057,56
0.058,56
0.059,56
0.060,56
0.061,56
0.062,56
0.063,56
0.064,55
0.065,55
0.066,56
0.067,56
0.068,57
0.069,57
0.070,57
0.071,57
0.072,57
0.073,57
0.074,57
0.075,57
0.076,56
0.077,56
0.078,56
0.079,55
0.080,56
0.081,56
0.082,56
0.083,55
0.084,56
0.085,56
0.086,57
0.087,57
0.088,57
0.089,57
0.090,58
0.091,58
0.092,59
0.093,59
0.094,59
0.095,59
0.096,58
0.097,58
0.098,57
0.099,57
0.100,57
0.101,57
0.102,56
0.103,56
0.104,56
0.105,55
0.106,55
0.107,55
0.108,54
0.109,54
0.110,54
0.111,55
0.112,56
0.113,56
0.114,56
0.115,56
0.116,56
0.117,55
0.118,54
0.119,54
0.120,54
0.121,54
0.122,54
0.123,54
0.124,55
0.125,55
0.126,55
0.127,54
0.128,54
0.129,56
0.130,58
0.131,62
0.132,63
0.133,65
0.134,65
0.135,67
0.136,68
0.137,68
0.138,69
0.139,69
0.140,68
0.141,69
0.142,69
0.143,68
0.144,68
0.145,70
0.146,73
0.147,77
0.148,80
0.149,83
0.150,87
0.151,89
0.152,92
0.153,93
0.154,94
0.155,93
0.156,95
0.157,96
0.158,99
0.159,100
0.160,99
0.161,98
0.162,97
0.163,97
0.164,99
0.165,102
0.166,105
0.167,109
0.168,112
0.169,117
0.170,121
0.171,122
0.172,123
0.173,122
0.174,123
0.175,126
0.176,127
0.177,127
0.178,127
0.179,128
0.180,129
0.181,128
0.182,127
0.183,125
0.184,124
0.185,123
0.186,122
0.187,122
0.188,121
0.189,120
0.190,120
0.191,120
0.192,120
0.193,120
0.194,120
0.195,120
0.196,121
0.197,121
0.198,122
0.199,121
0.200,121
0.201,124
0.202,127
0.203,130
0.204,135
0.205,140
0.206,146
0.207,153
0.208,158
0.209,164
0.210,168
0.211,171
0.212,178
0.213,189
0.214,199
0.215,207
0.216,211
0.217,213
0.218,212
0.219,212
0.220,212
0.221,211
0.222,216
0.223,221
0.224,223
0.225,224
0.226,227
0.227,227
0.228,225
0.229,224
0.230,226
0.231,228
0.232,233
0.233,237
0.234,241
0.235,251
0.236,263
0.237,277
0.238,288
0.239,297
0.240,303
0.241,310
0.242,314
0.243,316
0.244,315
0.245,314
0.246,315
0.247,320
0.248,329
0.249,338
0.250,342
0.251,339
0.252,340
0.253,341
0.254,351
0.255,366
0.256,378
0.257,387
0.258,392
0.259,396
0.260,397
0.261,399
0.262,398
0.263,395
0.264,392
0.265,393
0.266,393
0.267,389
0.268,384
0.269,380
0.270,376
0.271,374
0.272,371
0.273,367
0.274,363
0.275,361
0.276,359
0.277,357
0.278,355
0.279,353
0.280,350
0.281,353
0.282,361
0.283,370
0.284,384
0.285,409
0.286,439
0.287,467
0.288,485
0.289,489
0.290,485
0.291,483
0.292,487
0.293,500
0.294,518
0.295,534
0.296,543
0.297,549
0.298,553
0.299,556
0.300,563
0.301,568
0.302,572
0.303,570
0.304,568
0.305,569
0.306,565
0.307,558
0.308,554
0.309,553
0.310,558
0.311,563
0.312,572
0.313,594
0.314,617
0.315,640
0.316,650
0.317,646
0.318,643
0.319,644
0.320,644
0.321,637
0.322,633
0.323,635
0.324,634
0.325,633
0.326,628
0.327,635
0.328,651
0.329,663
0.330,669
0.331,669
0.332,665
0.333,658
0.334,650
0.335,643
0.336,640
0.337,638
0.338,636
0.339,631
0.340,624
0.341,617
0.342,614
0.343,612
0.344,609
0.345,606
0.346,600
0.347,592
0.348,584
0.349,578
0.350,575
0.351,575
0.352,581
0.353,586
0.354,586
0.355,584
0.356,580
0.357,576
0.358,573
0.359,574
0.360,572
0.361,568
0.362,563
0.363,560
0.364,559
0.365,566
0.366,573
0.367,578
0.368,585
0.369,585
0.370,581
0.371,580
0.372,586
0.373,597
0.374,608
0.375,622
0.376,633
0.377,641
0.378,638
0.379,633
0.380,632
0.381,641
0.382,645
0.383,641
0.384,635
0.385,629
0.386,625
0.387,618
0.388,610
0.389,605
0.390,599
0.391,595
0.392,592
0.393,590
0.394,590
0.395,588
0.396,582
0.397,575
0.398,570
0.399,567
0.400,560
0.401,555
0.402,553
0.403,554
0.404,559
0.405,567
0.406,573
0.407,575
0.408,568
0.409,565
0.410,558
0.411,552
0.412,547
0.413,541
0.414,535
0.415,529
0.416,524
0.417,520
0.418,516
0.419,511
0.420,504
0.421,500
0.422,500
0.423,495
0.424,489
0.425,483
0.426,478
0.427,473
0.428,467
0.429,461
0.430,456
0.431,452
0.432,450
0.433,447
0.434,445
0.435,443
0.436,445
0.437,450
0.438,453
0.439,456
0.440,453
0.441,455
0.442,460
0.443,461
0.444,456
0.445,452
0.446,459
0.447,466
0.448,466
0.449,463
0.450,460
0.451,458
0.452,461
0.453,464
0.454,465
0.455,467
0.456,466
0.457,462
0.458,458
0.459,459
0.460,458
0.461,452
0.462,447
0.463,445
0.464,443
0.465,442
0.466,438
0.467,435
0.468,435
0.469,437
0.470,437
0.471,434
0.472,432
0.473,436
0.474,440
0.475,441
0.476,443
0.477,441
0.478,439
0.479,436
0.480,433
0.481,431
0.482,426
0.483,421
0.484,419
0.485,417
0.486,416
0.487,414
0.488,411
0.489,407
0.490,406
0.491,402
0.492,398
0.493,394
0.494,392
0.495,387
0.496,383
0.497,378
0.498,374
0.499,370
0.500,368
0.501,364
0.502,366
0.503,363
0.504,359
0.505,356
0.506,352
0.507,348
0.508,349
0.509,347
0.510,346
0.511,355
0.512,360
0.513,360
0.514,361
0.515,359
0.516,358
0.517,360
0.518,362
0.519,364
0.520,364
0.521,360
0.522,358
0.523,355
0.524,353
0.525,350
0.526,349
0.527,353
0.528,358
0.529,359
